pageid,ns,title,contentmodel,pagelanguage,pagelanguagehtmlcode,pagelanguagedir,touched,lastrevid,length,watchers,talkid,fullurl,editurl,canonicalurl
48349322,0,Robert Victor Evan Wong,wikitext,en,en,ltr,2024-10-05T14:36:49Z,1224213889,9453,,48370546,https://en.wikipedia.org/wiki/Robert_Victor_Evan_Wong,https://en.wikipedia.org/w/index.php?title=Robert_Victor_Evan_Wong&action=edit,https://en.wikipedia.org/wiki/Robert_Victor_Evan_Wong
30845524,0,Robert Weilbacher,wikitext,en,en,ltr,2024-09-27T01:16:49Z,1185904613,3855,,30845565,https://en.wikipedia.org/wiki/Robert_Weilbacher,https://en.wikipedia.org/w/index.php?title=Robert_Weilbacher&action=edit,https://en.wikipedia.org/wiki/Robert_Weilbacher
50152538,0,Roberto Alemán Zubieta,wikitext,en,en,ltr,2024-09-27T02:00:24Z,1185255049,2536,,54690415,https://en.wikipedia.org/wiki/Roberto_Alem%C3%A1n_Zubieta,https://en.wikipedia.org/w/index.php?title=Roberto_Alem%C3%A1n_Zubieta&action=edit,https://en.wikipedia.org/wiki/Roberto_Alem%C3%A1n_Zubieta
63339019,0,Roberto Arzú,wikitext,en,en,ltr,2024-10-05T14:40:50Z,1228262014,4867,,63339082,https://en.wikipedia.org/wiki/Roberto_Arz%C3%BA,https://en.wikipedia.org/w/index.php?title=Roberto_Arz%C3%BA&action=edit,https://en.wikipedia.org/wiki/Roberto_Arz%C3%BA
73984034,0,Roberto Camacho Weberberg,wikitext,en,en,ltr,2024-09-27T02:39:58Z,1245232426,3471,,74350612,https://en.wikipedia.org/wiki/Roberto_Camacho_Weberberg,https://en.wikipedia.org/w/index.php?title=Roberto_Camacho_Weberberg&action=edit,https://en.wikipedia.org/wiki/Roberto_Camacho_Weberberg
76741753,0,Roberto Izurieta,wikitext,en,en,ltr,2024-09-27T02:44:04Z,1247633454,14640,,77011177,https://en.wikipedia.org/wiki/Roberto_Izurieta,https://en.wikipedia.org/w/index.php?title=Roberto_Izurieta&action=edit,https://en.wikipedia.org/wiki/Roberto_Izurieta
66223188,0,Roberto Junguito,wikitext,en,en,ltr,2024-09-27T02:28:21Z,1240223425,984,,66223196,https://en.wikipedia.org/wiki/Roberto_Junguito,https://en.wikipedia.org/w/index.php?title=Roberto_Junguito&action=edit,https://en.wikipedia.org/wiki/Roberto_Junguito
59707819,0,Roberto Molina Barreto,wikitext,en,en,ltr,2024-10-05T14:39:50Z,1244829604,9990,,59707836,https://en.wikipedia.org/wiki/Roberto_Molina_Barreto,https://en.wikipedia.org/w/index.php?title=Roberto_Molina_Barreto&action=edit,https://en.wikipedia.org/wiki/Roberto_Molina_Barreto
66779450,0,Roberto Poblete,wikitext,en,en,ltr,2024-10-05T14:41:58Z,1246286451,8488,,66779618,https://en.wikipedia.org/wiki/Roberto_Poblete,https://en.wikipedia.org/w/index.php?title=Roberto_Poblete&action=edit,https://en.wikipedia.org/wiki/Roberto_Poblete
35614079,0,Roberto Ramírez del Villar,wikitext,en,en,ltr,2024-10-05T14:33:42Z,1126338729,2758,,52390636,https://en.wikipedia.org/wiki/Roberto_Ram%C3%ADrez_del_Villar,https://en.wikipedia.org/w/index.php?title=Roberto_Ram%C3%ADrez_del_Villar&action=edit,https://en.wikipedia.org/wiki/Roberto_Ram%C3%ADrez_del_Villar
44413611,0,Roberto Salcedo Sr.,wikitext,en,en,ltr,2024-10-05T14:35:56Z,993659584,5235,,44442065,https://en.wikipedia.org/wiki/Roberto_Salcedo_Sr.,https://en.wikipedia.org/w/index.php?title=Roberto_Salcedo_Sr.&action=edit,https://en.wikipedia.org/wiki/Roberto_Salcedo_Sr.
72806167,0,Roberto Sánchez Palomino,wikitext,en,en,ltr,2024-10-05T14:43:13Z,1231916423,5906,,72847606,https://en.wikipedia.org/wiki/Roberto_S%C3%A1nchez_Palomino,https://en.wikipedia.org/w/index.php?title=Roberto_S%C3%A1nchez_Palomino&action=edit,https://en.wikipedia.org/wiki/Roberto_S%C3%A1nchez_Palomino
73945522,0,Roberto Thieme,wikitext,en,en,ltr,2024-10-05T14:43:24Z,1247033778,8699,,73996889,https://en.wikipedia.org/wiki/Roberto_Thieme,https://en.wikipedia.org/w/index.php?title=Roberto_Thieme&action=edit,https://en.wikipedia.org/wiki/Roberto_Thieme
3051076,0,Roberto di Ridolfo,wikitext,en,en,ltr,2024-09-26T23:38:43Z,1171276409,2677,,10565031,https://en.wikipedia.org/wiki/Roberto_di_Ridolfo,https://en.wikipedia.org/w/index.php?title=Roberto_di_Ridolfo&action=edit,https://en.wikipedia.org/wiki/Roberto_di_Ridolfo
77763361,0,Roberto Álvarez Gil,wikitext,en,en,ltr,2024-09-28T05:12:34Z,1243351560,88,,77763362,https://en.wikipedia.org/wiki/Roberto_%C3%81lvarez_Gil,https://en.wikipedia.org/w/index.php?title=Roberto_%C3%81lvarez_Gil&action=edit,https://en.wikipedia.org/wiki/Roberto_%C3%81lvarez_Gil
41375292,0,Rochdi Chraibi,wikitext,en,en,ltr,2024-10-08T00:35:44Z,1245329843,2720,,41375341,https://en.wikipedia.org/wiki/Rochdi_Chraibi,https://en.wikipedia.org/w/index.php?title=Rochdi_Chraibi&action=edit,https://en.wikipedia.org/wiki/Rochdi_Chraibi
36648775,0,Rodolfo Beltrán Bravo,wikitext,en,en,ltr,2024-10-05T14:33:59Z,1243025171,3610,,37087277,https://en.wikipedia.org/wiki/Rodolfo_Beltr%C3%A1n_Bravo,https://en.wikipedia.org/w/index.php?title=Rodolfo_Beltr%C3%A1n_Bravo&action=edit,https://en.wikipedia.org/wiki/Rodolfo_Beltr%C3%A1n_Bravo
69903749,0,Rodolphe Iddi Lala,wikitext,en,en,ltr,2024-09-27T02:34:22Z,1242127344,6027,,69904142,https://en.wikipedia.org/wiki/Rodolphe_Iddi_Lala,https://en.wikipedia.org/w/index.php?title=Rodolphe_Iddi_Lala&action=edit,https://en.wikipedia.org/wiki/Rodolphe_Iddi_Lala
19370336,0,Rodolphe Prager,wikitext,en,en,ltr,2024-10-05T16:53:14Z,1083697354,2983,,19437453,https://en.wikipedia.org/wiki/Rodolphe_Prager,https://en.wikipedia.org/w/index.php?title=Rodolphe_Prager&action=edit,https://en.wikipedia.org/wiki/Rodolphe_Prager
72020248,0,Rodrigo Altmann Ortiz,wikitext,en,en,ltr,2024-09-27T02:37:21Z,1230256617,1526,,72020428,https://en.wikipedia.org/wiki/Rodrigo_Altmann_Ortiz,https://en.wikipedia.org/w/index.php?title=Rodrigo_Altmann_Ortiz&action=edit,https://en.wikipedia.org/wiki/Rodrigo_Altmann_Ortiz
35547187,0,Rodrigo Hernán Lloreda Caicedo,wikitext,en,en,ltr,2024-10-05T14:33:41Z,1246254780,8062,,35547830,https://en.wikipedia.org/wiki/Rodrigo_Hern%C3%A1n_Lloreda_Caicedo,https://en.wikipedia.org/w/index.php?title=Rodrigo_Hern%C3%A1n_Lloreda_Caicedo&action=edit,https://en.wikipedia.org/wiki/Rodrigo_Hern%C3%A1n_Lloreda_Caicedo
10069604,0,Rodrigo Lara,wikitext,en,en,ltr,2024-10-07T14:07:21Z,1249637933,10969,32,11007981,https://en.wikipedia.org/wiki/Rodrigo_Lara,https://en.wikipedia.org/w/index.php?title=Rodrigo_Lara&action=edit,https://en.wikipedia.org/wiki/Rodrigo_Lara
72875099,0,Rodrigo Mundaca,wikitext,en,en,ltr,2024-10-05T14:43:14Z,1234717906,2806,,72936453,https://en.wikipedia.org/wiki/Rodrigo_Mundaca,https://en.wikipedia.org/w/index.php?title=Rodrigo_Mundaca&action=edit,https://en.wikipedia.org/wiki/Rodrigo_Mundaca
70496865,0,Rodrigo Oreamuno Blanco,wikitext,en,en,ltr,2024-10-05T14:42:50Z,1222118589,2247,,70496869,https://en.wikipedia.org/wiki/Rodrigo_Oreamuno_Blanco,https://en.wikipedia.org/w/index.php?title=Rodrigo_Oreamuno_Blanco&action=edit,https://en.wikipedia.org/wiki/Rodrigo_Oreamuno_Blanco
57769132,0,Rodrigo Vázquez de Arce,wikitext,en,en,ltr,2024-10-05T14:04:49Z,1234472572,3110,,57769137,https://en.wikipedia.org/wiki/Rodrigo_V%C3%A1zquez_de_Arce,https://en.wikipedia.org/w/index.php?title=Rodrigo_V%C3%A1zquez_de_Arce&action=edit,https://en.wikipedia.org/wiki/Rodrigo_V%C3%A1zquez_de_Arce
74559693,0,Rogelio Canches,wikitext,en,en,ltr,2024-10-05T14:07:17Z,1225777652,1265,,74559698,https://en.wikipedia.org/wiki/Rogelio_Canches,https://en.wikipedia.org/w/index.php?title=Rogelio_Canches&action=edit,https://en.wikipedia.org/wiki/Rogelio_Canches
72086560,0,Roger Amuruz,wikitext,en,en,ltr,2024-10-05T14:43:06Z,1231916441,2244,,72086563,https://en.wikipedia.org/wiki/Roger_Amuruz,https://en.wikipedia.org/w/index.php?title=Roger_Amuruz&action=edit,https://en.wikipedia.org/wiki/Roger_Amuruz
49009010,0,Roger Djikisna,wikitext,en,en,ltr,2024-09-27T01:58:47Z,1175430342,936,,52354565,https://en.wikipedia.org/wiki/Roger_Djikisna,https://en.wikipedia.org/w/index.php?title=Roger_Djikisna&action=edit,https://en.wikipedia.org/wiki/Roger_Djikisna
48711104,0,Roger Windels,wikitext,en,en,ltr,2024-10-05T14:36:55Z,1185742670,5661,,52388138,https://en.wikipedia.org/wiki/Roger_Windels,https://en.wikipedia.org/w/index.php?title=Roger_Windels&action=edit,https://en.wikipedia.org/wiki/Roger_Windels
1769324,0,Rohana Wijeweera,wikitext,en,en,ltr,2024-10-07T15:33:29Z,1249738578,20692,,2056545,https://en.wikipedia.org/wiki/Rohana_Wijeweera,https://en.wikipedia.org/w/index.php?title=Rohana_Wijeweera&action=edit,https://en.wikipedia.org/wiki/Rohana_Wijeweera
32634620,0,Roland Giberti,wikitext,en,en,ltr,2024-09-27T01:20:52Z,955452341,1511,,32640798,https://en.wikipedia.org/wiki/Roland_Giberti,https://en.wikipedia.org/w/index.php?title=Roland_Giberti&action=edit,https://en.wikipedia.org/wiki/Roland_Giberti
20730005,0,Rolandas Paulauskas,wikitext,en,en,ltr,2024-09-05T21:21:52Z,1020295832,1408,,22902718,https://en.wikipedia.org/wiki/Rolandas_Paulauskas,https://en.wikipedia.org/w/index.php?title=Rolandas_Paulauskas&action=edit,https://en.wikipedia.org/wiki/Rolandas_Paulauskas
75976175,0,Rolando Calderón,wikitext,en,en,ltr,2024-10-05T14:43:48Z,1241145448,2671,,76024707,https://en.wikipedia.org/wiki/Rolando_Calder%C3%B3n,https://en.wikipedia.org/w/index.php?title=Rolando_Calder%C3%B3n&action=edit,https://en.wikipedia.org/wiki/Rolando_Calder%C3%B3n
35290565,0,Roman Dmitriyev,wikitext,en,en,ltr,2024-10-07T14:04:15Z,1224580022,3885,,35326052,https://en.wikipedia.org/wiki/Roman_Dmitriyev,https://en.wikipedia.org/w/index.php?title=Roman_Dmitriyev&action=edit,https://en.wikipedia.org/wiki/Roman_Dmitriyev
64666717,0,Roman Knoll (politician),wikitext,en,en,ltr,2024-09-27T02:26:11Z,1148272129,733,,64722012,https://en.wikipedia.org/wiki/Roman_Knoll_(politician),https://en.wikipedia.org/w/index.php?title=Roman_Knoll_(politician)&action=edit,https://en.wikipedia.org/wiki/Roman_Knoll_(politician)
70569402,0,Roman Kostenko,wikitext,en,en,ltr,2024-10-07T20:47:48Z,1246289591,15389,,70569427,https://en.wikipedia.org/wiki/Roman_Kostenko,https://en.wikipedia.org/w/index.php?title=Roman_Kostenko&action=edit,https://en.wikipedia.org/wiki/Roman_Kostenko
71293657,0,Roman Mashovets,wikitext,en,en,ltr,2024-10-07T15:48:54Z,1235987628,7816,,71335045,https://en.wikipedia.org/wiki/Roman_Mashovets,https://en.wikipedia.org/w/index.php?title=Roman_Mashovets&action=edit,https://en.wikipedia.org/wiki/Roman_Mashovets
68431211,0,Roman Onderka,wikitext,en,en,ltr,2024-09-27T02:32:12Z,1185739645,2916,,68431219,https://en.wikipedia.org/wiki/Roman_Onderka,https://en.wikipedia.org/w/index.php?title=Roman_Onderka&action=edit,https://en.wikipedia.org/wiki/Roman_Onderka
77044057,0,Roman Szełemej,wikitext,en,en,ltr,2024-10-05T14:43:59Z,1229243879,9049,,77050901,https://en.wikipedia.org/wiki/Roman_Sze%C5%82emej,https://en.wikipedia.org/w/index.php?title=Roman_Sze%C5%82emej&action=edit,https://en.wikipedia.org/wiki/Roman_Sze%C5%82emej
58674526,0,Romi Herton,wikitext,en,en,ltr,2024-10-05T14:39:34Z,1223610630,7820,,58676648,https://en.wikipedia.org/wiki/Romi_Herton,https://en.wikipedia.org/w/index.php?title=Romi_Herton&action=edit,https://en.wikipedia.org/wiki/Romi_Herton
70576186,0,Romodan Mohammed Nur,wikitext,en,en,ltr,2024-10-05T14:42:52Z,1238345049,3088,,70662874,https://en.wikipedia.org/wiki/Romodan_Mohammed_Nur,https://en.wikipedia.org/w/index.php?title=Romodan_Mohammed_Nur&action=edit,https://en.wikipedia.org/wiki/Romodan_Mohammed_Nur
28641633,0,Romulus Cioflec,wikitext,en,en,ltr,2024-10-05T14:32:06Z,1217161284,4599,,28913093,https://en.wikipedia.org/wiki/Romulus_Cioflec,https://en.wikipedia.org/w/index.php?title=Romulus_Cioflec&action=edit,https://en.wikipedia.org/wiki/Romulus_Cioflec
65002928,0,Román Mayorga Quirós,wikitext,en,en,ltr,2024-09-28T16:48:29Z,1171434505,1492,,70263964,https://en.wikipedia.org/wiki/Rom%C3%A1n_Mayorga_Quir%C3%B3s,https://en.wikipedia.org/w/index.php?title=Rom%C3%A1n_Mayorga_Quir%C3%B3s&action=edit,https://en.wikipedia.org/wiki/Rom%C3%A1n_Mayorga_Quir%C3%B3s
53729465,0,Román Oyarzun Oyarzun,wikitext,en,en,ltr,2024-10-08T21:30:08Z,1235475298,62428,,53729511,https://en.wikipedia.org/wiki/Rom%C3%A1n_Oyarzun_Oyarzun,https://en.wikipedia.org/w/index.php?title=Rom%C3%A1n_Oyarzun_Oyarzun&action=edit,https://en.wikipedia.org/wiki/Rom%C3%A1n_Oyarzun_Oyarzun
31502350,0,Ronald Gamarra Herrera,wikitext,en,en,ltr,2024-09-28T16:48:05Z,1247351339,1983,,31511204,https://en.wikipedia.org/wiki/Ronald_Gamarra_Herrera,https://en.wikipedia.org/w/index.php?title=Ronald_Gamarra_Herrera&action=edit,https://en.wikipedia.org/wiki/Ronald_Gamarra_Herrera
51320862,0,Ronald Jay Williams,wikitext,en,en,ltr,2024-10-05T14:37:39Z,1180617130,10247,,51440090,https://en.wikipedia.org/wiki/Ronald_Jay_Williams,https://en.wikipedia.org/w/index.php?title=Ronald_Jay_Williams&action=edit,https://en.wikipedia.org/wiki/Ronald_Jay_Williams
49132584,0,Ronald Ruai Deng,wikitext,en,en,ltr,2024-09-11T06:15:52Z,919609685,1273,,49132658,https://en.wikipedia.org/wiki/Ronald_Ruai_Deng,https://en.wikipedia.org/w/index.php?title=Ronald_Ruai_Deng&action=edit,https://en.wikipedia.org/wiki/Ronald_Ruai_Deng
76431103,0,Ronaldo Lessa,wikitext,en,en,ltr,2024-09-11T03:37:49Z,1225265033,14556,,76464888,https://en.wikipedia.org/wiki/Ronaldo_Lessa,https://en.wikipedia.org/w/index.php?title=Ronaldo_Lessa&action=edit,https://en.wikipedia.org/wiki/Ronaldo_Lessa
72330877,0,Rony Célestin,wikitext,en,en,ltr,2024-08-18T00:50:14Z,1127705961,3763,,72331520,https://en.wikipedia.org/wiki/Rony_C%C3%A9lestin,https://en.wikipedia.org/w/index.php?title=Rony_C%C3%A9lestin&action=edit,https://en.wikipedia.org/wiki/Rony_C%C3%A9lestin
2978080,0,Roozbeh Farahanipour,wikitext,en,en,ltr,2024-10-05T14:24:24Z,1247711258,12402,,3709884,https://en.wikipedia.org/wiki/Roozbeh_Farahanipour,https://en.wikipedia.org/w/index.php?title=Roozbeh_Farahanipour&action=edit,https://en.wikipedia.org/wiki/Roozbeh_Farahanipour
68226091,0,Rosa Gómez de Mejía,wikitext,en,en,ltr,2024-10-07T20:08:12Z,1246218785,7338,,68226110,https://en.wikipedia.org/wiki/Rosa_G%C3%B3mez_de_Mej%C3%ADa,https://en.wikipedia.org/w/index.php?title=Rosa_G%C3%B3mez_de_Mej%C3%ADa&action=edit,https://en.wikipedia.org/wiki/Rosa_G%C3%B3mez_de_Mej%C3%ADa
76157000,0,Rosa Luís de Sousa Micolo,wikitext,en,en,ltr,2024-09-27T02:43:25Z,1246271741,1244,,76157007,https://en.wikipedia.org/wiki/Rosa_Lu%C3%ADs_de_Sousa_Micolo,https://en.wikipedia.org/w/index.php?title=Rosa_Lu%C3%ADs_de_Sousa_Micolo&action=edit,https://en.wikipedia.org/wiki/Rosa_Lu%C3%ADs_de_Sousa_Micolo
65387335,0,Rosa María Ortiz,wikitext,en,en,ltr,2024-09-28T16:48:29Z,1153524408,1563,,65387347,https://en.wikipedia.org/wiki/Rosa_Mar%C3%ADa_Ortiz,https://en.wikipedia.org/w/index.php?title=Rosa_Mar%C3%ADa_Ortiz&action=edit,https://en.wikipedia.org/wiki/Rosa_Mar%C3%ADa_Ortiz
53943539,0,Rosalvo Bobo,wikitext,en,en,ltr,2024-09-27T02:07:29Z,1221928174,2713,,56360934,https://en.wikipedia.org/wiki/Rosalvo_Bobo,https://en.wikipedia.org/w/index.php?title=Rosalvo_Bobo&action=edit,https://en.wikipedia.org/wiki/Rosalvo_Bobo
71861583,0,Rosan Roeslani,wikitext,en,en,ltr,2024-10-05T14:43:04Z,1248709356,11922,,71876517,https://en.wikipedia.org/wiki/Rosan_Roeslani,https://en.wikipedia.org/w/index.php?title=Rosan_Roeslani&action=edit,https://en.wikipedia.org/wiki/Rosan_Roeslani
77152159,0,Rosana Martinelli,wikitext,en,en,ltr,2024-10-09T03:23:22Z,1230117539,9463,,77179729,https://en.wikipedia.org/wiki/Rosana_Martinelli,https://en.wikipedia.org/w/index.php?title=Rosana_Martinelli&action=edit,https://en.wikipedia.org/wiki/Rosana_Martinelli
69747989,0,Rosanna Minozzi,wikitext,en,en,ltr,2024-10-05T14:42:41Z,1244868290,2993,,69748265,https://en.wikipedia.org/wiki/Rosanna_Minozzi,https://en.wikipedia.org/w/index.php?title=Rosanna_Minozzi&action=edit,https://en.wikipedia.org/wiki/Rosanna_Minozzi
38739697,0,Roseline Emma Rasolovoahangy,wikitext,en,en,ltr,2024-09-28T23:11:29Z,1244364217,5891,,39602360,https://en.wikipedia.org/wiki/Roseline_Emma_Rasolovoahangy,https://en.wikipedia.org/w/index.php?title=Roseline_Emma_Rasolovoahangy&action=edit,https://en.wikipedia.org/wiki/Roseline_Emma_Rasolovoahangy
27881798,0,Rosen Plevneliev,wikitext,en,en,ltr,2024-10-07T13:57:32Z,1243979008,22918,,28100203,https://en.wikipedia.org/wiki/Rosen_Plevneliev,https://en.wikipedia.org/w/index.php?title=Rosen_Plevneliev&action=edit,https://en.wikipedia.org/wiki/Rosen_Plevneliev
76891454,0,Rosendo Collazo,wikitext,en,en,ltr,2024-09-28T16:48:37Z,1245672019,14137,,76892308,https://en.wikipedia.org/wiki/Rosendo_Collazo,https://en.wikipedia.org/w/index.php?title=Rosendo_Collazo&action=edit,https://en.wikipedia.org/wiki/Rosendo_Collazo
77109411,0,Roshan Kumar Songa,wikitext,en,en,ltr,2024-09-27T02:44:28Z,1238710746,2030,,77109470,https://en.wikipedia.org/wiki/Roshan_Kumar_Songa,https://en.wikipedia.org/w/index.php?title=Roshan_Kumar_Songa&action=edit,https://en.wikipedia.org/wiki/Roshan_Kumar_Songa
77107888,0,Roslan Saidin,wikitext,en,en,ltr,2024-10-06T10:02:10Z,1236575083,5316,,77109760,https://en.wikipedia.org/wiki/Roslan_Saidin,https://en.wikipedia.org/w/index.php?title=Roslan_Saidin&action=edit,https://en.wikipedia.org/wiki/Roslan_Saidin
55563463,0,Roslyne Akombe,wikitext,en,en,ltr,2024-10-05T14:38:39Z,1216381889,11467,,55917750,https://en.wikipedia.org/wiki/Roslyne_Akombe,https://en.wikipedia.org/w/index.php?title=Roslyne_Akombe&action=edit,https://en.wikipedia.org/wiki/Roslyne_Akombe
74226514,0,Rossana Chahla,wikitext,en,en,ltr,2024-10-07T16:32:33Z,1227517224,13949,,74279051,https://en.wikipedia.org/wiki/Rossana_Chahla,https://en.wikipedia.org/w/index.php?title=Rossana_Chahla&action=edit,https://en.wikipedia.org/wiki/Rossana_Chahla
3197492,0,Rovshan Javadov,wikitext,en,en,ltr,2024-10-09T11:56:34Z,1250266366,15049,,3660744,https://en.wikipedia.org/wiki/Rovshan_Javadov,https://en.wikipedia.org/w/index.php?title=Rovshan_Javadov&action=edit,https://en.wikipedia.org/wiki/Rovshan_Javadov
75573577,0,Rovshen Rzayev,wikitext,en,en,ltr,2024-10-05T14:43:43Z,1208078338,3191,,75573983,https://en.wikipedia.org/wiki/Rovshen_Rzayev,https://en.wikipedia.org/w/index.php?title=Rovshen_Rzayev&action=edit,https://en.wikipedia.org/wiki/Rovshen_Rzayev
53063786,0,Rowan Cronjé,wikitext,en,en,ltr,2024-10-03T15:51:12Z,1248935419,24507,,53073792,https://en.wikipedia.org/wiki/Rowan_Cronj%C3%A9,https://en.wikipedia.org/w/index.php?title=Rowan_Cronj%C3%A9&action=edit,https://en.wikipedia.org/wiki/Rowan_Cronj%C3%A9
2662165,0,Roy Fredericks,wikitext,en,en,ltr,2024-10-05T14:24:14Z,1225354614,7708,,6572321,https://en.wikipedia.org/wiki/Roy_Fredericks,https://en.wikipedia.org/w/index.php?title=Roy_Fredericks&action=edit,https://en.wikipedia.org/wiki/Roy_Fredericks
43325806,0,Roy Reding,wikitext,en,en,ltr,2024-10-05T14:35:36Z,1246066908,9072,,43332543,https://en.wikipedia.org/wiki/Roy_Reding,https://en.wikipedia.org/w/index.php?title=Roy_Reding&action=edit,https://en.wikipedia.org/wiki/Roy_Reding
17085203,0,Rrahman Morina,wikitext,en,en,ltr,2024-10-07T15:35:29Z,1246988890,5147,,18947010,https://en.wikipedia.org/wiki/Rrahman_Morina,https://en.wikipedia.org/w/index.php?title=Rrahman_Morina&action=edit,https://en.wikipedia.org/wiki/Rrahman_Morina
76520554,0,Ruben Miroyan,wikitext,en,en,ltr,2024-10-05T14:43:54Z,1228290809,3195,,76520807,https://en.wikipedia.org/wiki/Ruben_Miroyan,https://en.wikipedia.org/w/index.php?title=Ruben_Miroyan&action=edit,https://en.wikipedia.org/wiki/Ruben_Miroyan
52825646,0,Ruben Mirzakhanyan,wikitext,en,en,ltr,2024-10-05T14:38:02Z,1214661775,6008,,52899066,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan,https://en.wikipedia.org/w/index.php?title=Ruben_Mirzakhanyan&action=edit,https://en.wikipedia.org/wiki/Ruben_Mirzakhanyan
11797165,0,Rubén Alonso Rosales,wikitext,en,en,ltr,2024-10-05T14:27:25Z,1249085177,6882,,23054418,https://en.wikipedia.org/wiki/Rub%C3%A9n_Alonso_Rosales,https://en.wikipedia.org/w/index.php?title=Rub%C3%A9n_Alonso_Rosales&action=edit,https://en.wikipedia.org/wiki/Rub%C3%A9n_Alonso_Rosales
47302033,0,Rubén González Cárdenas,wikitext,en,en,ltr,2024-10-05T14:36:34Z,1240178755,27571,,52509652,https://en.wikipedia.org/wiki/Rub%C3%A9n_Gonz%C3%A1lez_C%C3%A1rdenas,https://en.wikipedia.org/w/index.php?title=Rub%C3%A9n_Gonz%C3%A1lez_C%C3%A1rdenas&action=edit,https://en.wikipedia.org/wiki/Rub%C3%A9n_Gonz%C3%A1lez_C%C3%A1rdenas
68355539,0,Rubén Martínez Puente,wikitext,en,en,ltr,2024-09-27T02:32:04Z,1180190049,1511,,68355544,https://en.wikipedia.org/wiki/Rub%C3%A9n_Mart%C3%ADnez_Puente,https://en.wikipedia.org/w/index.php?title=Rub%C3%A9n_Mart%C3%ADnez_Puente&action=edit,https://en.wikipedia.org/wiki/Rub%C3%A9n_Mart%C3%ADnez_Puente
440245,0,Rudolf Bahro,wikitext,en,en,ltr,2024-10-05T14:23:21Z,1246514462,28882,,7156265,https://en.wikipedia.org/wiki/Rudolf_Bahro,https://en.wikipedia.org/w/index.php?title=Rudolf_Bahro&action=edit,https://en.wikipedia.org/wiki/Rudolf_Bahro
41434807,0,Rudolf Filkus,wikitext,en,en,ltr,2024-09-30T05:20:48Z,1165978468,1094,,44800638,https://en.wikipedia.org/wiki/Rudolf_Filkus,https://en.wikipedia.org/w/index.php?title=Rudolf_Filkus&action=edit,https://en.wikipedia.org/wiki/Rudolf_Filkus
43028563,0,Rudolf Fredrik Berg,wikitext,en,en,ltr,2024-09-27T01:47:12Z,1235493370,5945,,43028647,https://en.wikipedia.org/wiki/Rudolf_Fredrik_Berg,https://en.wikipedia.org/w/index.php?title=Rudolf_Fredrik_Berg&action=edit,https://en.wikipedia.org/wiki/Rudolf_Fredrik_Berg
52742626,0,Rudolf Hilf,wikitext,en,en,ltr,2024-09-10T17:46:11Z,1065378015,2581,,52811223,https://en.wikipedia.org/wiki/Rudolf_Hilf,https://en.wikipedia.org/w/index.php?title=Rudolf_Hilf&action=edit,https://en.wikipedia.org/wiki/Rudolf_Hilf
37605429,0,Rudolf Paszek,wikitext,en,en,ltr,2024-10-05T14:34:13Z,1194017871,4301,,37605432,https://en.wikipedia.org/wiki/Rudolf_Paszek,https://en.wikipedia.org/w/index.php?title=Rudolf_Paszek&action=edit,https://en.wikipedia.org/wiki/Rudolf_Paszek
76862928,0,Rudolf Rechsteiner,wikitext,en,en,ltr,2024-10-05T14:43:58Z,1223078631,1757,,76870089,https://en.wikipedia.org/wiki/Rudolf_Rechsteiner,https://en.wikipedia.org/w/index.php?title=Rudolf_Rechsteiner&action=edit,https://en.wikipedia.org/wiki/Rudolf_Rechsteiner
73816371,0,Rudranath Indarsingh,wikitext,en,en,ltr,2024-09-27T02:39:45Z,1159203982,7006,,73816678,https://en.wikipedia.org/wiki/Rudranath_Indarsingh,https://en.wikipedia.org/w/index.php?title=Rudranath_Indarsingh&action=edit,https://en.wikipedia.org/wiki/Rudranath_Indarsingh
42552634,0,Rudy Aernoudt,wikitext,en,en,ltr,2024-10-09T13:14:57Z,1241935456,20037,,42559028,https://en.wikipedia.org/wiki/Rudy_Aernoudt,https://en.wikipedia.org/w/index.php?title=Rudy_Aernoudt&action=edit,https://en.wikipedia.org/wiki/Rudy_Aernoudt
73586473,0,Rufai Hanga,wikitext,en,en,ltr,2024-09-27T02:39:29Z,1242932427,2993,,73597609,https://en.wikipedia.org/wiki/Rufai_Hanga,https://en.wikipedia.org/w/index.php?title=Rufai_Hanga&action=edit,https://en.wikipedia.org/wiki/Rufai_Hanga
77452110,0,Ruggero Dollfus,wikitext,en,en,ltr,2024-10-05T14:44:06Z,1249454578,7193,,77453103,https://en.wikipedia.org/wiki/Ruggero_Dollfus,https://en.wikipedia.org/w/index.php?title=Ruggero_Dollfus&action=edit,https://en.wikipedia.org/wiki/Ruggero_Dollfus
24105433,0,Ruhi Khalidi,wikitext,en,en,ltr,2024-10-09T18:36:11Z,1250320337,7192,,24106050,https://en.wikipedia.org/wiki/Ruhi_Khalidi,https://en.wikipedia.org/w/index.php?title=Ruhi_Khalidi&action=edit,https://en.wikipedia.org/wiki/Ruhi_Khalidi
75987131,0,Rui Cristina,wikitext,en,en,ltr,2024-10-05T14:43:48Z,1225503141,4019,,75996496,https://en.wikipedia.org/wiki/Rui_Cristina,https://en.wikipedia.org/w/index.php?title=Rui_Cristina&action=edit,https://en.wikipedia.org/wiki/Rui_Cristina
